交易日期,股票代码,置信度
2021/3/5,sh600159,0.1569291427731514
2021/3/5,sh600160,-0.03910395875573158
2021/3/5,sh600161,-0.08405899256467819
2021/3/5,sh600162,0.25220509618520737
2021/3/5,sh600163,0.15564880520105362
2021/3/5,sh600165,0.13432932645082474
2021/3/5,sh600166,0.48969829082489014
2021/3/5,sh600167,0.21281901746988297
2021/3/5,sh600168,0.06851983815431595
2021/3/5,sh600169,0.08965659141540527
2021/3/5,sh600170,0.03768552839756012
2021/3/5,sh600171,0.1187262050807476
2021/3/5,sh600172,0.1474975422024727
2021/3/5,sh600173,0.04115718975663185
2021/3/5,,
2021/3/5,sh600176,-0.2398531697690487
2021/3/5,sh600177,0.173985093832016
2021/3/5,sh600178,0.11863073706626892
2021/3/5,sh600179,0.0404878631234169
2021/3/5,sh600180,0.14168618991971016
2021/3/5,sh600182,0.08426523208618164
2021/3/5,sh600183,0.25145814567804337
2021/3/5,sh600184,0.04804662801325321
2021/3/5,sh600185,-0.05048475041985512
2021/3/5,sh600186,0.2010819911956787
2021/3/5,sh600187,0.043928638100624084
2021/3/5,sh600188,0.2261480838060379
2021/3/5,sh600189,0.21098336577415466
2021/3/5,sh600190,0.14975907653570175
2021/3/5,sh600191,0.13201985880732536
2021/3/5,sh600192,-0.6590171754360199
2021/3/5,sh600193,0.07093143463134766
2021/3/5,sh600195,0.09243527613580227
2021/3/5,sh600196,0.08970266580581665
2021/3/5,sh600197,0.14634136855602264
2021/3/5,sh600198,0.49646300077438354
2021/3/5,sh600199,-0.0405111089348793
2021/3/5,sh600200,0.24085521697998047
2021/3/5,sh600201,0.13754308596253395
2021/3/5,sh600202,0.05181869864463806
2021/3/5,sh600203,0.017125122249126434
2021/3/5,,
2021/3/5,sh600206,0.014478877186775208
2021/3/5,sh600207,0.23159289360046387
2021/3/5,sh600208,0.13197537884116173
2021/3/5,sh600209,0.010379552841186523
2021/3/5,sh600210,0.1838887482881546
2021/3/5,sh600211,0.16560592874884605
2021/3/5,sh600212,0.14712681993842125
2021/3/5,sh600213,-0.7821910083293915
2021/3/5,sh600215,0.07628059573471546
2021/3/5,sh600216,0.2245333343744278
2021/3/5,sh600217,0.12693804129958153
2021/3/5,sh600218,-0.01294972375035286
2021/3/5,sh600219,0.922025740146637
2021/3/5,sh600220,0.35214628279209137
2021/3/5,sh600221,
2021/3/5,sh600222,0.2195219025015831
2021/3/5,sh600223,0.3430440127849579
2021/3/5,sh600225,0.4254917800426483
2021/3/5,sh600226,0.03043493628501892
2021/3/5,sh600227,0.21896801888942719
2021/3/5,sh600228,0.19109321385622025
2021/3/5,sh600229,0.16004423797130585
2021/3/5,sh600230,0.04668203368782997
2021/3/5,sh600231,0.24260728806257248
2021/3/5,sh600232,-0.003177504986524582
2021/3/5,sh600233,0.12132900953292847
2021/3/5,sh600234,0.09957361221313477
2021/3/5,sh600235,0.04129981994628906
2021/3/5,sh600236,0.16930609196424484
2021/3/5,sh600237,0.009351812303066254
2021/3/5,sh600238,-0.013095691800117493
2021/3/5,sh600239,0.10492116957902908
2021/3/5,,
2021/3/5,sh600241,-0.1341162733733654
2021/3/5,sh600242,-0.04444856941699982
2021/3/5,sh600243,-0.08809728547930717
2021/3/5,sh600246,0.1436372697353363
2021/3/5,sh600247,
2021/3/5,sh600248,0.0853514838963747
2021/3/5,sh600249,0.3506543040275574
2021/3/5,sh600250,-0.08069965243339539
2021/3/5,sh600251,0.028232920914888382
2021/3/5,sh600252,-0.06816074624657631
2021/3/5,,
2021/3/5,sh600255,-0.006574347615242004
2021/3/5,sh600256,0.04434880614280701
2021/3/5,sh600257,-0.17130669206380844
2021/3/5,sh600258,0.19695651531219482
2021/3/5,sh600259,0.06649678945541382
2021/3/5,sh600260,-0.02779008075594902
2021/3/5,sh600261,0.010036170482635498
2021/3/5,sh600262,0.06560829654335976
2021/3/5,,
2021/3/5,sh600265,0.03965979442000389
2021/3/5,sh600266,0.14494411274790764
2021/3/5,sh600267,0.34177570044994354
2021/3/5,sh600268,0.07131513766944408
2021/3/5,sh600269,0.0939989909529686
2021/3/5,,
2021/3/5,sh600271,-0.1117459200322628
2021/3/5,sh600272,0.10860886797308922
2021/3/5,sh600273,0.1977333277463913
2021/3/5,sh600275,0.11458699777722359
2021/3/5,sh600276,-0.8324239552021027
2021/3/5,sh600277,0.05526844039559364
2021/3/5,sh600278,0.14833320677280426
2021/3/5,sh600279,0.034035686403512955
2021/3/5,sh600280,0.04687270522117615
2021/3/5,sh600281,0.42012932896614075
2021/3/5,sh600282,0.43016165494918823
2021/3/5,sh600283,0.1000913754105568
2021/3/5,sh600284,0.04636162891983986
2021/3/5,sh600285,0.15557533502578735
2021/3/5,sh600287,0.10152524709701538
2021/3/5,sh600288,0.21386989951133728
2021/3/5,sh600289,0.22324319183826447
2021/3/5,sh600290,0.2609071061015129
2021/3/5,sh600291,-0.7438258230686188
2021/3/5,sh600292,0.0538564957678318
2021/3/5,sh600293,-0.6824173331260681
2021/3/5,sh600295,0.09428811818361282
2021/3/5,,
2021/3/5,sh600297,-0.0523514524102211
2021/3/5,sh600298,-0.06166187673807144
2021/3/5,sh600299,0.3086416646838188
2021/3/5,sh600300,0.06599698029458523
2021/3/5,sh600301,-0.034280937165021896
2021/3/5,sh600302,0.03797151893377304
2021/3/5,sh600303,0.03824815899133682
2021/3/5,sh600305,-0.047165099531412125
2021/3/5,sh600306,0.1505277194082737
2021/3/5,sh600307,0.24781344085931778
2021/3/5,sh600308,-0.050317175686359406
2021/3/5,sh600309,-0.5255501866340637
2021/3/5,sh600310,0.0939661730080843
2021/3/5,sh600311,-0.03344561532139778
2021/3/5,sh600312,0.17604424059391022
2021/3/5,sh600313,-0.015596136450767517
2021/3/5,sh600315,-0.06697915866971016
2021/3/5,sh600316,-0.09544658288359642
2021/3/5,,
2021/3/5,sh600318,0.043281372636556625
2021/3/5,sh600319,0.028559811413288116
2021/3/5,sh600320,0.06015909090638161
2021/3/5,sh600321,-0.06663797050714493
2021/3/5,sh600322,-0.7851629555225372
2021/3/5,sh600323,0.07000720873475075
2021/3/5,sh600325,-0.05563114210963249
2021/3/5,sh600326,0.09079791232943535
2021/3/5,sh600327,0.19802453368902206
2021/3/5,sh600328,0.07870486378669739
2021/3/5,sh600329,0.05559450387954712
2021/3/5,sh600330,0.11655578762292862
2021/3/5,sh600331,0.481326699256897
2021/3/5,sh600332,0.08818294294178486
2021/3/5,sh600333,0.09691087156534195
2021/3/5,sh600335,0.13658441603183746
2021/3/5,sh600336,0.2604466378688812
2021/3/5,sh600337,0.12412934750318527
2021/3/5,sh600338,-0.0868624895811081
2021/3/5,sh600339,0.10375403240323067
2021/3/5,,
2021/3/5,sh600343,0.22824128717184067
2021/3/5,sh600345,-0.025297798216342926
2021/3/5,sh600346,-0.08295196667313576
2021/3/5,sh600348,-0.09813603386282921
2021/3/5,sh600350,0.09270969405770302
2021/3/5,sh600351,0.04072706215083599
2021/3/5,sh600352,-0.006383121013641357
2021/3/5,sh600353,0.07072077691555023
2021/3/5,sh600354,-0.15413379296660423
2021/3/5,sh600355,-0.02680687978863716
2021/3/5,sh600356,0.20509080588817596
2021/3/5,,
2021/3/5,sh600358,-0.029560863971710205
2021/3/5,sh600359,-0.0009750574827194214
2021/3/5,sh600360,-0.037370871752500534
2021/3/5,sh600361,0.14173811674118042
2021/3/5,sh600362,0.06618802063167095
2021/3/5,sh600363,0.15257227048277855
2021/3/5,sh600365,0.01075313612818718
2021/3/5,sh600366,0.20964240282773972
2021/3/5,sh600367,0.20058836787939072
2021/3/5,sh600368,0.05908000469207764
2021/3/5,sh600369,0.012608852237462997
2021/3/5,sh600370,0.28239399939775467
2021/3/5,sh600371,0.03006431832909584
2021/3/5,sh600372,0.034068360924720764
2021/3/5,sh600373,0.015366807579994202
2021/3/5,sh600375,-0.0016771182417869568
2021/3/5,sh600376,0.09715834818780422
2021/3/5,sh600377,0.08935154601931572
2021/3/5,sh600378,0.07001291215419769
2021/3/5,sh600379,0.49177905917167664
2021/3/5,sh600380,0.0924406349658966
2021/3/5,sh600381,-0.43910646438598633
2021/3/5,sh600382,0.07082093879580498
2021/3/5,sh600383,0.013454414904117584
2021/3/5,sh600385,0.07873544283211231
2021/3/5,sh600386,0.12083335965871811
2021/3/5,sh600387,0.05453900061547756
2021/3/5,sh600388,0.01577456295490265
2021/3/5,sh600389,0.0096253901720047
2021/3/5,sh600390,0.019820984452962875
2021/3/5,sh600391,0.013952132314443588
2021/3/5,sh600392,-0.7317215204238892
2021/3/5,sh600393,-0.6408849358558655
2021/3/5,sh600395,0.12215252965688705
2021/3/5,sh600396,0.07630420662462711
2021/3/5,sh600397,0.03664711117744446
2021/3/5,sh600398,0.04160253703594208
2021/3/5,sh600399,0.15620717778801918
2021/3/5,sh600400,0.09424250572919846
2021/3/5,,
2021/3/5,sh600403,0.5599026083946228
2021/3/5,sh600405,0.10455946996808052
2021/3/5,sh600406,-0.10614114254713058
2021/3/5,sh600408,0.3545214757323265
2021/3/5,sh600409,0.23620839416980743
2021/3/5,sh600410,0.07175900787115097
2021/3/5,sh600415,-0.006726548075675964
2021/3/5,sh600416,0.018425531685352325
2021/3/5,sh600418,0.16149680316448212
2021/3/5,sh600419,0.24807752668857574
2021/3/5,sh600420,0.12994218617677689
2021/3/5,sh600421,0.020139575004577637
2021/3/5,sh600422,0.1413050889968872
2021/3/5,sh600423,-0.007300421595573425
2021/3/5,sh600425,0.1781540811061859
2021/3/5,sh600426,-0.19813380017876625
2021/3/5,sh600428,-0.07400230318307877
2021/3/5,sh600429,0.145613394677639
2021/3/5,,
2021/3/5,sh600433,-0.2240888513624668
2021/3/5,sh600435,0.12497493624687195
2021/3/5,sh600436,-0.9093482196331024
2021/3/5,sh600438,0.08141370303928852
2021/3/5,sh600439,0.1089746430516243
2021/3/5,sh600444,-0.3111649602651596
2021/3/5,sh600446,-0.15502125397324562
2021/3/5,sh600448,0.06296436861157417
2021/3/5,sh600449,0.12361785769462585
2021/3/5,sh600452,0.03453979268670082
2021/3/5,sh600455,0.011396117508411407
2021/3/5,sh600456,0.18336746841669083
2021/3/5,sh600458,0.12309213727712631
2021/3/5,sh600459,0.06992840021848679
2021/3/5,sh600460,0.20519492775201797
2021/3/5,sh600461,-0.006957579404115677
2021/3/5,sh600462,0.14722952991724014
2021/3/5,sh600463,-0.014184631407260895
2021/3/5,sh600466,
2021/3/5,sh600467,-0.011482588946819305
2021/3/5,sh600468,0.025719497352838516
2021/3/5,sh600469,-0.07460274361073971
2021/3/5,sh600470,0.026556342840194702
2021/3/5,,
2021/3/5,sh600475,0.140711460262537
2021/3/5,sh600476,0.029029417783021927
2021/3/5,sh600477,0.10837534070014954
2021/3/5,sh600478,0.07779187150299549
2021/3/5,sh600479,0.09916580840945244
2021/3/5,sh600480,0.05615568719804287
2021/3/5,sh600481,0.4066009372472763
2021/3/5,sh600482,0.01983591914176941
2021/3/5,sh600483,0.15280629321932793
2021/3/5,,
2021/3/5,sh600486,-0.34951095283031464
2021/3/5,sh600487,0.20161749422550201
2021/3/5,sh600488,0.17741205543279648
2021/3/5,sh600489,0.03529186546802521
2021/3/5,sh600490,-0.0744379423558712
2021/3/5,sh600491,0.031092241406440735
2021/3/5,sh600493,-0.023286938667297363
2021/3/5,sh600495,0.09373705834150314
2021/3/5,sh600496,0.1019325964152813
2021/3/5,sh600497,-0.0714348666369915
2021/3/5,sh600498,-0.03295857459306717
2021/3/5,sh600499,0.35122064501047134
2021/3/5,sh600500,0.24240706115961075
2021/3/5,sh600501,0.2576267793774605
2021/3/5,sh600502,0.04171616584062576
2021/3/5,sh600503,0.11535361036658287
2021/3/5,sh600505,0.10942833498120308
2021/3/5,sh600506,0.020887423306703568
2021/3/5,sh600507,-0.26480212807655334
2021/3/5,sh600508,0.05390717461705208
2021/3/5,sh600509,0.23577918857336044
2021/3/5,sh600510,0.13839928805828094
2021/3/5,sh600511,-0.039563171565532684
2021/3/5,sh600512,0.08726261556148529
2021/3/5,sh600513,0.06501120701432228
2021/3/5,sh600515,
2021/3/5,sh600516,0.23412127047777176
2021/3/5,sh600517,0.22216957062482834
2021/3/5,sh600518,-0.1860116384923458
2021/3/5,sh600519,-0.13100740686058998
2021/3/5,sh600520,0.03372737020254135
2021/3/5,sh600521,-0.13374214991927147
2021/3/5,sh600522,0.05296238511800766
2021/3/5,sh600523,0.008641719818115234
2021/3/5,sh600525,0.1131177507340908
2021/3/5,sh600526,0.10758550465106964
2021/3/5,sh600527,0.09271707385778427
2021/3/5,sh600528,0.025651153177022934
2021/3/5,sh600529,0.4170226454734802
2021/3/5,sh600530,-0.009690232574939728
2021/3/5,sh600531,-0.02012552320957184
2021/3/5,sh600532,0.3704150468111038
2021/3/5,sh600533,0.13582555204629898
2021/3/5,sh600535,-0.06432066299021244
2021/3/5,sh600536,-0.4191552847623825
2021/3/5,sh600537,-0.5256076157093048
2021/3/5,sh600538,0.03498443216085434
2021/3/5,sh600539,0.15608032047748566
2021/3/5,sh600540,0.2701278105378151
2021/3/5,sh600543,-0.010100308805704117
2021/3/5,sh600545,0.035235367715358734
2021/3/5,sh600546,0.07904844917356968
2021/3/5,sh600547,-0.18064911291003227
2021/3/5,sh600548,0.1365390531718731
2021/3/5,sh600549,0.18966814875602722
2021/3/5,sh600550,0.18555725365877151
2021/3/5,sh600551,0.03910203464329243
2021/3/5,sh600552,0.15810228884220123
2021/3/5,,
2021/3/5,sh600555,0.14533177018165588
2021/3/5,sh600556,0.03419770300388336
2021/3/5,sh600557,0.45537373423576355
2021/3/5,sh600558,0.016629472374916077
2021/3/5,sh600559,0.29623452574014664
2021/3/5,sh600560,0.025595739483833313
2021/3/5,sh600561,0.08978491276502609
2021/3/5,sh600562,-0.10831298306584358
2021/3/5,sh600563,-0.03472916781902313
2021/3/5,sh600565,0.05701730586588383
2021/3/5,sh600566,0.06663727015256882
2021/3/5,sh600567,0.16363873332738876
2021/3/5,sh600568,0.11477305740118027
2021/3/5,sh600569,0.25468968600034714
2021/3/5,sh600570,-0.9023565649986267
2021/3/5,sh600571,0.06468238309025764
2021/3/5,sh600572,-0.0018119178712368011
2021/3/5,sh600573,0.06958381086587906
2021/3/5,sh600575,-0.0035596750676631927
2021/3/5,sh600576,0.06465594656765461
2021/3/5,sh600577,0.08213932067155838
2021/3/5,sh600578,0.0764771830290556
2021/3/5,sh600579,0.12311873584985733
2021/3/5,sh600580,0.02346726506948471
2021/3/5,sh600581,0.34521180391311646
2021/3/5,sh600582,-0.007379472255706787
2021/3/5,sh600583,0.27454333007335663
2021/3/5,sh600584,0.05591043084859848
2021/3/5,sh600585,-0.06666305288672447
2021/3/5,sh600586,-0.016665711998939514
2021/3/5,sh600587,0.06413494609296322
2021/3/5,sh600588,-0.6604790091514587
2021/3/5,sh600589,0.4552362263202667
2021/3/5,sh600590,-0.011982113122940063
2021/3/5,,
2021/3/5,sh600592,0.09454302489757538
2021/3/5,sh600593,0.11585845798254013
2021/3/5,sh600594,0.03448434919118881
2021/3/5,sh600595,0.09608191810548306
2021/3/5,sh600596,0.0895184800028801
2021/3/5,sh600597,0.08490852266550064
2021/3/5,sh600598,-0.0009884387254714966
2021/3/5,sh600599,-0.3543015122413635
2021/3/5,sh600600,0.24374312907457352
2021/3/5,sh600601,0.272996686398983
2021/3/5,sh600602,0.09393943846225739
2021/3/5,sh600603,0.13986099511384964
2021/3/5,sh600604,-0.11730385199189186
2021/3/5,sh600605,0.15564461797475815
2021/3/5,sh600606,0.3119981810450554
2021/3/5,,
2021/3/5,sh600608,0.007461763918399811
2021/3/5,sh600609,0.008939359337091446
2021/3/5,sh600610,0.034204982221126556
2021/3/5,sh600611,0.005889661610126495
2021/3/5,sh600612,0.07332539185881615
2021/3/5,sh600613,-0.008691266179084778
2021/3/5,,
2021/3/5,sh600615,0.16412165015935898
2021/3/5,sh600616,0.22143562883138657
2021/3/5,sh600617,-0.07003448158502579
2021/3/5,sh600618,0.38588380813598633
2021/3/5,sh600619,0.1976631134748459
2021/3/5,sh600620,0.12600762397050858
2021/3/5,sh600621,0.03260784596204758
2021/3/5,sh600622,0.14117012917995453
2021/3/5,sh600623,0.22795971482992172
2021/3/5,sh600624,-0.015011254698038101
2021/3/5,sh600626,0.0790274403989315
2021/3/5,,
2021/3/5,sh600628,0.026211518794298172
2021/3/5,sh600629,0.019226811826229095
2021/3/5,sh600630,0.11104800179600716
2021/3/5,,
2021/3/5,sh600633,0.005724426358938217
2021/3/5,,
2021/3/5,sh600635,0.08204833418130875
2021/3/5,sh600636,0.20017188042402267
2021/3/5,sh600637,0.10212399438023567
2021/3/5,sh600638,0.1072017289698124
2021/3/5,sh600639,-0.03334486857056618
2021/3/5,sh600640,0.13406408578157425
2021/3/5,sh600641,0.05705902725458145
2021/3/5,sh600642,0.1042787991464138
2021/3/5,sh600643,-0.08156507275998592
2021/3/5,sh600644,0.1724216714501381
2021/3/5,sh600645,-0.021268051117658615
2021/3/5,sh600647,0.02057550847530365
2021/3/5,sh600648,0.08961205184459686
2021/3/5,sh600649,0.10934747382998466
2021/3/5,sh600650,0.09570161253213882
2021/3/5,sh600651,-0.02281489223241806
2021/3/5,sh600652,0.48140066862106323
2021/3/5,sh600653,-0.48323455452919006
2021/3/5,sh600654,-0.08785203099250793
2021/3/5,sh600655,0.0659562349319458
2021/3/5,,
2021/3/5,sh600657,0.197665236890316
2021/3/5,sh600658,0.0008446834981441498
2021/3/5,sh600660,-0.14061162248253822
2021/3/5,sh600661,0.1470717415213585
2021/3/5,sh600662,0.09607656300067902
2021/3/5,sh600663,0.026531308889389038
2021/3/5,sh600664,-0.19113589450716972
2021/3/5,sh600665,0.11246421188116074
2021/3/5,sh600666,0.18147993832826614
2021/3/5,sh600667,0.04585563391447067
2021/3/5,sh600668,0.051024388521909714
2021/3/5,sh600671,0.14727044105529785
2021/3/5,sh600673,0.024398934096097946
2021/3/5,sh600674,-0.033216796815395355
2021/3/5,sh600675,0.12602928280830383
2021/3/5,sh600676,0.14848244190216064
2021/3/5,,
2021/3/5,sh600678,0.16304178535938263
2021/3/5,sh600679,0.09592428803443909
2021/3/5,,
2021/3/5,sh600681,0.12997493147850037
2021/3/5,sh600682,-0.16311713680624962
2021/3/5,sh600683,0.19487693905830383
2021/3/5,sh600684,0.0965111218392849
2021/3/5,sh600685,0.17494545876979828
2021/3/5,sh600686,0.05536431074142456
2021/3/5,sh600687,
2021/3/5,sh600688,0.24104583263397217
2021/3/5,sh600689,0.13455280289053917
2021/3/5,sh600690,0.015152476727962494
2021/3/5,sh600691,0.40613579750061035
2021/3/5,sh600692,0.04946127161383629
2021/3/5,sh600693,0.08178615756332874
2021/3/5,sh600694,0.015960033982992172
2021/3/5,sh600695,-0.2935219705104828
2021/3/5,sh600696,0.23933307826519012
2021/3/5,sh600697,0.08001920208334923
2021/3/5,sh600698,0.10841584950685501
2021/3/5,sh600699,0.3261139616370201
2021/3/5,,
2021/3/5,sh600702,0.18115967512130737
2021/3/5,sh600703,0.0030049122869968414
2021/3/5,sh600704,0.21839544922113419
2021/3/5,sh600705,0.043752577155828476
2021/3/5,sh600706,0.0671920720487833
2021/3/5,sh600707,0.0843478087335825
2021/3/5,sh600708,0.1162586472928524
2021/3/5,sh600710,-0.022413764148950577
2021/3/5,sh600711,-0.18567009642720222
2021/3/5,sh600712,-0.054955895990133286
2021/3/5,sh600713,0.14465202763676643
2021/3/5,sh600714,-0.3044419139623642
2021/3/5,sh600715,0.7635080516338348
2021/3/5,sh600716,0.11993524059653282
2021/3/5,sh600717,0.14919335022568703
2021/3/5,sh600718,0.045767493546009064
2021/3/5,sh600719,0.11605127900838852
2021/3/5,sh600720,0.16419482976198196
2021/3/5,sh600721,-0.09640280157327652
2021/3/5,sh600722,-0.21162336692214012
2021/3/5,sh600723,0.3492172136902809
2021/3/5,sh600724,0.11411092430353165
2021/3/5,sh600725,0.07097362913191319
2021/3/5,sh600726,0.01773124188184738
2021/3/5,sh600727,0.10681575536727905
2021/3/5,sh600728,-0.09196754917502403
2021/3/5,sh600729,-2.7511268854141235e-05
2021/3/5,sh600730,0.028459250926971436
2021/3/5,sh600731,0.1447070725262165
2021/3/5,sh600732,0.29082081466913223
2021/3/5,sh600733,0.07036879286170006
2021/3/5,sh600734,-0.1064937673509121
2021/3/5,sh600735,0.05719149298965931
2021/3/5,sh600736,0.029384851455688477
2021/3/5,sh600737,0.13873713836073875
2021/3/5,sh600738,0.14391641318798065
2021/3/5,sh600739,0.024664830416440964
2021/3/5,sh600740,-0.059087324887514114
2021/3/5,sh600741,0.07128354161977768
2021/3/5,sh600742,0.11494378745555878
2021/3/5,sh600743,0.15146788582205772
2021/3/5,sh600744,0.25971726328134537
2021/3/5,sh600745,0.0726251881569624
2021/3/5,sh600746,-0.08306727558374405
2021/3/5,,
2021/3/5,sh600748,0.14737961813807487
2021/3/5,sh600749,0.15835218876600266
2021/3/5,sh600750,0.09570740908384323
2021/3/5,sh600751,-0.04688578471541405
2021/3/5,sh600753,0.04364321753382683
2021/3/5,sh600754,0.043325792998075485
2021/3/5,sh600755,0.10605986043810844
2021/3/5,sh600756,0.056300368160009384
2021/3/5,sh600757,0.12166544049978256
2021/3/5,sh600758,0.1534789875149727
2021/3/5,sh600759,0.5169235169887543
2021/3/5,sh600760,0.06624152511358261
2021/3/5,sh600761,0.18136488646268845
2021/3/5,sh600763,-0.5426783859729767
2021/3/5,sh600764,0.05984975956380367
2021/3/5,sh600765,0.033018313348293304
2021/3/5,sh600766,-0.4216275066137314
2021/3/5,sh600767,-0.06195022165775299
2021/3/5,sh600768,0.18164868652820587
2021/3/5,sh600769,0.2924366965889931
2021/3/5,sh600770,0.09027456864714622
2021/3/5,sh600771,0.11079781129956245
2021/3/5,sh600773,0.16230426728725433
2021/3/5,sh600774,0.02080785483121872
2021/3/5,sh600775,-0.053051576018333435
2021/3/5,sh600776,0.042016416788101196
2021/3/5,sh600777,0.19026439636945724
2021/3/5,sh600778,-0.09887827187776566
2021/3/5,sh600779,0.03155610337853432
2021/3/5,sh600780,0.08816539123654366
2021/3/5,sh600781,-0.13880378752946854
2021/3/5,sh600782,-0.09002531319856644
2021/3/5,sh600783,0.03136594220995903
2021/3/5,sh600784,0.02266046032309532
