交易日期,股票代码,置信度,五天后的涨跌幅
2020-12-31,,-1.8487595319747925,-0.005464480874316835
2020-12-31,,-1.6075621843338013,-0.08648648648648638
2020-12-31,,-1.3239315748214722,0.006760909649661695
2020-12-31,,-1.8319271802902224,0.19891891891891866
2020-12-31,,-1.4145734310150146,0.05500381970970203
2020-12-31,,-1.9496832489967344,0.016806722689075567
2020-12-31,,-1.8839335441589355,-0.07012195121951226
2020-12-31,,-1.7191444635391235,-0.08589743589743581
2020-12-31,,-1.8331140279769893,-0.019230769230769384
2020-12-31,,-1.7466256022453308,-0.007125890736342066
2020-12-31,,-1.6794319152832031,-0.02374670184696604
2020-12-31,,-1.350730538368225,0.14387818520820386
2020-12-31,,-1.8564196825027464,-0.07853403141361259
2020-12-31,,-1.7168172001838684,-0.02345058626465646
2020-12-31,,-1.360595166683197,-0.10515021459227457
2020-12-31,,-1.5956626534461975,-0.11214953271028028
2020-12-31,,-1.6780217289924622,-0.05235602094240832
2020-12-31,,-1.483102023601532,-0.04152823920265791
2020-12-31,,-1.6167369484901428,-0.0189035916824194
2020-12-31,,-1.6941465735435486,-0.01777777777777767
2020-12-31,,-1.8397675752639768,-0.08372093023255832
2020-12-31,,-1.9490298032760616,-0.0277569392348086
2020-12-31,,-1.9165728092193604,-0.05866666666666665
2020-12-31,,-1.8590330481529245,0.0252986647926916
2020-12-31,,-1.3068033456802368,0.10916883771745513
2020-12-31,,-1.8648791909217841,-0.050359712230215736
2020-12-31,,-1.787002146244049,-0.06915629322268302
2020-12-31,,-1.8526744842529297,-0.1520467836257311
2020-12-31,,-1.9432588219642641,-0.06423357664233588
2020-12-31,,-1.6909252405166626,-0.05068226120857666
2020-12-31,,-1.8823690414428709,-0.05982905982905973
2020-12-31,,-1.7224959135055542,0.06980961015412546
2020-12-31,,-1.3725568652153015,0.1750291715285881
2020-12-31,,-1.6372442245483398,-0.09523809523809534
2020-12-31,,-1.7228665351867676,-0.12621359223300976
2020-12-31,,-1.6397724151611328,-0.09359944941500352
2020-12-31,,-1.6695098876953125,-0.07999999999999996
2020-12-31,,-1.67244291305542,0.026568682871678902
2020-12-31,,-1.6025130748748782,0.08670520231213863
2020-12-31,,-1.634386956691742,-0.07513661202185795
2020-12-31,,-1.594539999961853,-0.0073081607795369985
2020-12-31,,-1.73670893907547,-0.056103108415466285
2020-12-31,,-1.9104593396186829,-0.07506053268765123
2020-12-31,,,0.037313432835820885
2020-12-31,,-1.808489441871643,-0.04567699836867856
2020-12-31,,-1.8183745741844173,-0.03543307086614178
2020-12-31,,-1.6744036078453064,0.035758323057953234
2020-12-31,,-1.375104010105133,0.07889688249400463
2020-12-31,,-1.7578269243240356,-0.04145077720207235
2020-12-31,,-1.45932537317276,-0.05314009661835728
2020-12-31,,-1.6453334093093872,-0.06684856753069579
2020-12-31,,-1.6929089426994324,-0.03809523809523807
2020-12-31,,-1.6308218836784365,0.011453744493392648
2020-12-31,,-1.7465606331825256,-0.04651162790697694
2020-12-31,,-1.7727569341659546,-0.03703703703703698
2020-12-31,,-1.7382455468177795,-0.003322259136212091
2020-12-31,,-1.7971131205558777,-0.002853067047075553
2020-12-31,,-1.6468544602394104,-0.08536585365853655
2020-12-31,,-1.7049232721328735,-0.026052104208416967
2020-12-31,,,
2020-12-31,,,0.0871743486973946
2020-12-31,,-1.636077046394348,0.01808066759388028
2020-12-31,,-1.799957454204559,-0.02368421052631564
2020-12-31,,,0.004987531172070181
2020-12-31,,-1.91616439819336,-0.015355086372360716
2020-12-31,,-1.9461267590522768,-0.06474820143884874
2020-12-31,,-1.7145337462425232,0.0369318181818179
2020-12-31,,-1.5738770961761477,0.05491585473870719
2020-12-31,,-1.1852656602859497,-0.14086687306501544
2020-12-31,,-1.8365316390991209,0.010638297872340495
2020-12-31,,-1.7237534523010254,0.03600000000000003
2020-12-31,,-1.881312072277069,0.024826216484607592
2020-12-31,,-1.3432545065879822,0.08645336963921069
2020-12-31,,-1.7936059832572937,-0.00990099009900991
2020-12-31,,-1.3694385290145874,-0.14672364672364654
2020-12-31,,-1.6171544790267944,-0.07293666026871415
2020-12-31,,-1.913209557533264,-0.004237288135592987
2020-12-31,,-1.4583731889724731,0.006245120999219367
2020-12-31,,-1.4357304573059082,-0.030005556584552836
2020-12-31,,-1.7603111863136292,0.03432413305024773
2020-12-31,,-1.9698460102081297,-0.005830903790087327
2020-12-31,,-1.8959568738937376,-0.03348789283874276
2020-12-31,,-1.8272070288658144,-0.04832713754646845
2020-12-31,,-1.4599279165267944,-0.05887984681665859
2020-12-31,,-1.726281225681305,-0.06650831353919229
2020-12-31,,-2.1824485063552856,-0.05130784708249503
2020-12-31,,,
2020-12-31,,-1.5942861437797546,-0.029940119760479056
2020-12-31,,-1.749570906162262,-0.09865470852017932
2020-12-31,,-1.819901168346405,-0.006451612903226045
2020-12-31,,-1.9590690732002256,-0.13024282560706413
2020-12-31,,-1.8049856424331665,-0.0068965517241378355
2020-12-31,,-1.397762656211853,-0.021997621878715682
2020-12-31,,-1.7935737371444702,0.031347962382445305
2020-12-31,,-1.2658575773239136,-0.12486187845303898
2020-12-31,,-1.7685571908950806,-0.04629629629629617
2020-12-31,,-1.6165791749954224,0.019117647058823455
2020-12-31,,-1.658323347568512,-0.029616724738675826
2020-12-31,,-1.8297926783561709,-0.04381161007667034
2020-12-31,,-1.5938581824302671,0.2563291139240509
2020-12-31,,-1.660698413848877,-0.19298245614035106
2020-12-31,,-1.8982096314430243,-0.059210526315789484
2020-12-31,,-1.8299469351768487,-0.0119760479041916
2020-12-31,,-1.9601634740829468,0.057511737089201764
2020-12-31,,-2.0127125978469853,-0.09558823529411753
2020-12-31,,-1.757535755634308,-0.0632183908045979
2020-12-31,,-1.8249252438545227,-0.014285714285714568
2020-12-31,,,-0.04170444242973703
2020-12-31,,-1.848957061767578,-0.05341246290801205
2020-12-31,,-1.740124225616455,-0.053905390539054084
2020-12-31,,-1.9287040829658508,-0.03585657370517914
2020-12-31,,-1.9396739602088928,-0.04136690647482
2020-12-31,,-1.7643885016441343,0.05130434782608706
2020-12-31,,-1.811836063861847,-0.028784648187633263
2020-12-31,,-2.063658118247986,0.05811623246493002
2020-12-31,,-1.7373798489570618,-0.004484304932735439
2020-12-31,,-1.66026109457016,-0.03318584070796449
2020-12-31,,-1.463784158229828,0.05619266055045924
2020-12-31,,-1.7749015688896181,-0.0619834710743804
2020-12-31,,,
2020-12-31,,-1.8622338771820068,-0.006211180124223614
2020-12-31,,-2.0206060409545903,-0.17269076305220898
2020-12-31,,-1.7993634939193726,-0.03956834532374098
2020-12-31,,-1.6056783199310305,0.08464849354375925
2020-12-31,,-1.8020092248916624,-0.07758620689655182
2020-12-31,,,-0.05010893246187331
2020-12-31,,-1.9705246090888977,-0.04852320675105482
2020-12-31,,-1.7537026405334473,-0.07262569832402233
2020-12-31,,-1.6388944983482359,-0.0489795918367345
2020-12-31,,-1.5956119298934937,-0.026058631921824227
2020-12-31,,,
2020-12-31,,-2.09983503818512,-0.05434782608695688
2020-12-31,,-1.7677156925201416,-0.04240282685512376
2020-12-31,,-1.4340699315071106,0.14782608695652175
2020-12-31,,-1.6222392320632937,-0.003298774740810307
2020-12-31,,-1.7082950472831726,0.03248259860788871
2020-12-31,,-1.4696443676948547,-0.02018348623853217
2020-12-31,,-1.5610334277153015,-0.024456521739130373
2020-12-31,,-1.716397047042847,0.05125000000000002
2020-12-31,,,
2020-12-31,,-1.6818435192108154,-0.04709576138147576
2020-12-31,,-1.7833814620971682,-0.025590551181102428
2020-12-31,,,0.018148820326678642
2020-12-31,,-1.547974944114685,-0.08165997322623819
2020-12-31,,-1.765191614627838,-0.020467836257310086
2020-12-31,,,
2020-12-31,,-1.4380769729614258,0.0626984126984127
2020-12-31,,-1.932655692100525,-0.04929577464788737
2020-12-31,,-1.97219467163086,-0.045454545454545525
2020-12-31,,-2.01523232460022,-0.08835341365461857
2020-12-31,,-1.165535569190979,0.01579041808720638
2020-12-31,,-1.8244737982749941,-0.05016722408026775
2020-12-31,,-1.8765684962272644,0.04855491329479755
2020-12-31,,-1.7632251381874084,-0.023498694516971168
2020-12-31,,-1.8477490544319155,-0.0672268907563025
2020-12-31,,-1.7634646892547607,-0.0843989769820972
2020-12-31,,-1.876877427101136,0.009615384615384805
2020-12-31,,-1.7795627117156982,-0.0059055118110236116
2020-12-31,,-1.8149116635322569,-0.013157894736842255
2020-12-31,,-1.6092101335525513,-0.011806375442739549
2020-12-31,,-1.7501564025878906,-0.09822866344605496
2020-12-31,,-1.7970505356788635,-0.023529411764705688
2020-12-31,,-1.9695671796798704,-0.1406593406593405
2020-12-31,,-1.646102249622345,-0.014981273408239404
2020-12-31,,-1.66819828748703,-0.07760141093474415
2020-12-31,,-1.7616503834724426,-0.09256661991584836
2020-12-31,,-1.7160653471946716,-0.039145907473309705
2020-12-31,,-1.906818211078644,0.07965451055662197
2020-12-31,,,
2020-12-31,,-1.8790257573127749,-0.010489510489510634
2020-12-31,,-1.0526561141014101,0.11219894262776586
2020-12-31,,-1.8353917598724363,0.0069504778453517435
2020-12-31,,-1.633358895778656,-0.025477707006369643
2020-12-31,,-1.6985237002372742,-1.1102230246251563e-16
2020-12-31,,-1.7177445888519287,-0.0984682713347923
2020-12-31,,-1.8816038966178887,-0.10786516853932583
2020-12-31,,-1.4255855083465576,0.07813911472448054
2020-12-31,,-1.927588164806366,-0.050193050193050086
2020-12-31,,-1.90238893032074,-0.0121212121212122
2020-12-31,,-1.8540612459182741,0.03088803088803105
2020-12-31,,-0.9670616984367372,0.19727592267135294
2020-12-31,,-1.3865361213684082,-0.1378555798687091
2020-12-31,,-1.5534011721611023,-0.10240963855421692
2020-12-31,,-1.6951329708099363,-0.026610644257703098
2020-12-31,,-1.890429139137268,-0.11694915254237305
2020-12-31,,-1.371840238571167,0.07515116613878492
2020-12-31,,-1.5917847752571106,-0.010902057323720736
2020-12-31,,,0.0
2020-12-31,,-1.5422075390815737,-0.1259765625000001
2020-12-31,,-1.807367742061615,0.15028901734104005
2020-12-31,,-1.458524227142334,0.014044943820224587
2020-12-31,,-1.8191189169883728,-0.0424528301886794
2020-12-31,,-1.8061336278915403,-0.07692307692307687
2020-12-31,,-1.5394960641860962,-0.022571543732365917
2020-12-31,,-1.5659002661705017,-0.03381642512077298
2020-12-31,,-1.7522807121276855,0.009971509971510084
2020-12-31,,-1.7236506938934326,-0.053012048192771166
2020-12-31,,-1.812766134738922,-0.02698650674662673
2020-12-31,,-1.6738429069519043,0.0216894977168951
2020-12-31,,-1.6648201942443848,0.04150197628458496
2020-12-31,,-2.1073158979415894,-0.03167420814479649
2020-12-31,,-1.6283068060874941,0.03145299145299152
2020-12-31,,-1.7761842608451843,-0.1463133640552995
2020-12-31,,-1.7996429204940796,-0.002012072434607659
2020-12-31,,-1.8691630363464355,-0.15879396984924632
2020-12-31,,-1.8623915910720823,0.0393873085339167
2020-12-31,,-1.4241535067558289,-0.04961832061068705
2020-12-31,,-1.6548397541046145,-0.006493506493506218
2020-12-31,,-1.306675136089325,-0.06032482598607891
2020-12-31,,-1.5730984807014463,0.031762295081967366
2020-12-31,,-1.746727466583252,-0.02208380520951292
2020-12-31,,-1.3189715147018433,0.15731140507686805
2020-12-31,,-1.5552332997322085,-0.02317290552584661
2020-12-31,,-1.8809736967086792,-0.03721682847896435
2020-12-31,,-1.73462575674057,-0.028112449799196804
2020-12-31,,-1.6161400675773618,0.05066079295154213
2020-12-31,,-1.7514401078224182,-0.06469500924214422
2020-12-31,,-1.6253259181976318,0.16284403669724767
2020-12-31,,-1.7609863877296448,-0.13953488372093026
2020-12-31,,-1.6810447573661804,0.020334928229664984
2020-12-31,,,
2020-12-31,,-1.91247707605362,-0.07770270270270296
2020-12-31,,-1.7235171794891355,-0.018120045300113352
2020-12-31,,-1.7853813767433169,-0.022864019253911242
2020-12-31,,-1.82021564245224,-0.042713567839196
2020-12-31,,-1.6771610379219055,0.2451127819548875
2020-12-31,,-1.5108714699745178,0.049939098660170655
2020-12-31,,-1.8155052661895752,0.02419354838709676
2020-12-31,,-1.6548311710357666,-0.05172413793103458
2020-12-31,,-1.892578423023224,-0.0068965517241378355
2020-12-31,,-1.6270967721939087,-0.03825136612021873
2020-12-31,,-1.6195873022079468,0.013011152416356751
2020-12-31,,-1.9633458256721497,-0.019607843137254718
2020-12-31,,-1.7534448504447937,-0.09974905897114172
2020-12-31,,-1.487479329109192,0.10279898218829507
2020-12-31,,-1.610675573348999,-0.01684836471754203
2020-12-31,,-1.7666462659835815,-0.04732254047322537
2020-12-31,,-1.722059965133667,-0.02044293015332188
2020-12-31,,-1.7816473841667175,0.010857763300760048
2020-12-31,,-1.687455952167511,0.07377439314612055
2020-12-31,,-1.8552911281585691,0.09477124183006548
2020-12-31,,-1.6615305542945862,0.021567217828900358
2020-12-31,,-1.3118332624435425,-0.03484320557491316
2020-12-31,,-1.7085584998130798,0.02716468590831922
2020-12-31,,-1.5407187342643738,-0.062222222222221964
2020-12-31,,-1.857179522514344,-0.11509433962264147
2020-12-31,,-1.6925449967384338,-0.06318681318681307
2020-12-31,,-1.717241883277893,-0.02539682539682564
2020-12-31,,-1.668053686618805,-0.0045045045045043475
2020-12-31,,-1.7506144046783447,0.04176784847013115
2020-12-31,,-1.5487813353538509,-0.022922636103151817
2020-12-31,,-1.5480973124504092,-0.05609284332688569
2020-12-31,,-1.6542541980743408,0.09561304836895368
2020-12-31,,-1.6135936975479126,-0.09756097560975607
2020-12-31,,-1.8937492370605469,-0.020330368487929008
2020-12-31,,-1.7699617743492126,-0.07142857142857117
2020-12-31,,-1.4875801205635069,-0.09302325581395354
2020-12-31,,-1.7853541374206543,-0.012461059190031043
2020-12-31,,-1.5920164585113523,0.05973154362416123
2020-12-31,,-1.7410964369773865,-0.0031645569620254443
2020-12-31,,,
2020-12-31,,-1.4229912757873535,-0.11806797853309504
2020-12-31,,-1.5641420483589172,0.15105740181268867
2020-12-31,,-0.9536288380622864,0.04704554008280026
2020-12-31,,-1.55778169631958,-0.020408163265306145
2020-12-31,,-1.411525309085846,0.07999999999999985
2020-12-31,,-1.5414984226226809,-0.024830699774266333
2020-12-31,,-1.336260974407196,0.09074410163339364
2020-12-31,,-1.5107324719429016,0.043374642516682105
2020-12-31,,-1.948573648929596,-0.06459525756336881
2020-12-31,,-1.7638923525810242,0.15490061686086376
2020-12-31,,-1.7705636024475098,-0.018927444794952786
2020-12-31,,-2.2068082094192505,-0.05284974093264272
2020-12-31,,-1.8221434354782104,0.018497109826589364
2020-12-31,,-1.9203712940216064,-0.03614457831325302
2020-12-31,,-1.8553168177604675,0.005405405405405572
2020-12-31,,-1.4287065863609314,0.1447721179624668
2020-12-31,,-1.5323813557624817,0.0
2020-12-31,,-1.8409098982810967,0.024144869215291687
2020-12-31,,,
2020-12-31,,-1.5851538777351382,0.036796536796536834
2020-12-31,,-1.5151957273483276,-0.01999999999999991
2020-12-31,,-0.4948482811450958,0.10870621659003388
2020-12-31,,-1.2961196303367617,0.09521331945889733
2020-12-31,,-1.8022085428237915,0.004048582995951343
2020-12-31,,-1.857391119003296,-0.05813953488372115
2020-12-31,,-1.4938310980796814,-0.05737199259716241
2020-12-31,,-1.92764151096344,-0.08174386920980925
2020-12-31,,-1.6224047541618347,0.029411764705882026
2020-12-31,,-1.6845554113388062,-0.020060790273556117
2020-12-31,,-1.7154537439346311,-0.0995098039215686
2020-12-31,,-1.6302291750907898,0.060664234977922726
2020-12-31,,-1.6879611611366272,0.012925969447708852
2020-12-31,,-1.5226181745529177,-0.025242718446601968
2020-12-31,,-1.6385673880577087,0.1656000000000002
2020-12-31,,-1.7003742456436155,-0.050295857988165486
2020-12-31,,-1.882204294204712,-0.053097345132743216
2020-12-31,,-1.8190664649009705,-0.07852564102564108
2020-12-31,,-1.6442019939422607,-0.04103671706263468
2020-12-31,,-2.013856649398804,0.042553191489361535
2020-12-31,,-1.8276480436325075,-0.07029478458049898
2020-12-31,,-1.6108225584030151,-0.011194029850746693
2020-12-31,,-1.7700815796852112,-0.06954436450839352
2020-12-31,,,
2020-12-31,,-1.738415241241455,-0.01228070175438578
2020-12-31,,-1.8650270104408264,-0.0746411483253584
2020-12-31,,-1.7271530628204346,-0.010666666666666824
2020-12-31,,-1.594251573085785,-0.12448979591836727
2020-12-31,,-1.662209153175354,-0.01273148148148162
2020-12-31,,-1.706314504146576,0.004608294930875667
2020-12-31,,-1.7050893902778623,-0.11053984575835496
2020-12-31,,-1.5830528736114502,0.03459821428571397
2020-12-31,,-1.8667865991592407,-0.030264817150062906
2020-12-31,,,
2020-12-31,,-0.713884174823761,0.07613636363636389
2020-12-31,,-1.4842886924743652,-0.012151536812008423
2020-12-31,,-1.8860113620758057,0.016227180527383478
2020-12-31,,-1.5745991468429563,0.002270147559591429
2020-12-31,,-1.4122129678726196,0.03246753246753276
2020-12-31,,-1.8062813878059387,-0.007648183556405064
2020-12-31,,-1.9413130879402158,-0.07072691552062882
2020-12-31,,-1.5694882273674011,0.02433090024330853
2020-12-31,,-2.004004955291748,0.09821428571428537
2020-12-31,,-1.552264928817749,0.07291666666666652
2020-12-31,,-1.440597951412201,0.015365448504983226
2020-12-31,,-1.5211625695228577,0.29814550641940074
2020-12-31,,-1.7936437129974363,-0.015180265654648806
2020-12-31,,-1.6116539835929868,-0.005791505791505558
2020-12-31,,-1.6459927558898926,-0.015873015873015928
2020-12-31,,-1.8289141058921807,-0.06318681318681307
2020-12-31,,-1.7466478347778318,-0.07234042553191478
2020-12-31,,-1.4577950835227966,-0.12574257425742574
2020-12-31,,-1.416446328163147,-4.440892098500626e-16
2020-12-31,,-1.7200708389282229,-0.06607495069033509
2020-12-31,,-1.7746618986129759,0.0039447731755424265
2020-12-31,,-1.7779196500778198,-0.07511045655375548
2020-12-31,,-1.5309051275253296,-0.041776515919691885
2020-12-31,,-1.7166289091110232,-0.04054054054054046
2020-12-31,,-1.5962507128715515,-0.005819592628516057
2020-12-31,,-1.5630414485931396,-0.08148148148148138
2020-12-31,,-1.5003910064697266,0.018387553041018245
2020-12-31,,-1.5075793862342834,-0.04111842105263164
2020-12-31,,-1.572443425655365,-0.07462686567164177
2020-12-31,,-1.078378289937973,0.04604604604604612
2020-12-31,,-2.0617375969886784,-0.082111436950147
2020-12-31,,-1.3673785328865051,-0.06684412895593006
2020-12-31,,-1.5950827598571775,0.042435424354243516
2020-12-31,,-1.7711233496665957,-0.03863785199738057
2020-12-31,,-1.571472406387329,-0.0574534161490684
2020-12-31,,-1.8008777499198914,-0.0640176600441501
2020-12-31,,-1.7654282450675964,0.007434944237918238
2020-12-31,,-1.7819570302963257,0.027459954233409533
2020-12-31,,-1.6872458457946775,-0.09850448654037858
2020-12-31,,-1.7557743191719055,-0.07773851590106018
2020-12-31,,-1.618090271949768,-0.06768189509306255
2020-12-31,,-1.864905297756195,-0.028169014084506894
2020-12-31,,-1.859280705451965,-0.03459119496855356
2020-12-31,,-1.5040497183799744,0.02636916835699821
2020-12-31,,-1.317212462425232,-0.024250888776028656
2020-12-31,,-1.8903217315673828,-0.03162055335968361
2020-12-31,,-1.89048433303833,0.0067796610169490465
2020-12-31,,-1.7788098454475405,-0.05714285714285705
2020-12-31,,-1.689835250377655,-0.09671532846715357
2020-12-31,,-1.8041366338729856,-0.13459516298633
2020-12-31,,-1.8253241181373605,-0.08285714285714296
2020-12-31,,-1.8532876968383791,-0.08225616921269087
2020-12-31,,-0.5012005865573883,0.027095681625741053
2020-12-31,,-1.7573500275611875,-0.022522522522522515
2020-12-31,,-1.5283890962600708,-0.013649851632047572
2020-12-31,,-1.5947731137275696,-0.06666666666666687
2020-12-31,,-1.7683024406433103,-0.05570652173913049
2020-12-31,,-1.4338505268096924,-0.014534883720930038
2020-12-31,,,
2020-12-31,,-1.7457380294799805,0.0
2020-12-31,,-1.6550040245056152,-0.07747035573122517
2020-12-31,,-1.5676190853118896,-0.009832841691248428
2020-12-31,,-1.6612837314605713,-0.03785488958990524
2020-12-31,,-1.544130563735962,0.1168996188055904
2020-12-31,,-1.6626123189926147,-0.03097345132743368
2020-12-31,,-1.82742702960968,-0.12222222222222212
2020-12-31,,-1.46531081199646,0.005287896592244268
2020-12-31,,-1.342534065246582,-0.011157601115760252
2020-12-31,,-1.7535260319709778,-0.04029304029304015
2020-12-31,,-1.6597927808761597,0.009391992090954204
2020-12-31,,-1.8580511808395384,0.05960264900662283
2020-12-31,,-1.7546656727790833,0.12949640287769792
2020-12-31,,-1.7860450744628906,-0.0039215686274510775
2020-12-31,,0.14459897577762604,-0.05138226882745478
2020-12-31,,-1.7428899407386782,-0.05145118733509235
2020-12-31,,-1.6224897503852844,-0.019108280254776844
2020-12-31,,-1.5388852357864382,-0.07014542343883645
2020-12-31,,-1.5499852895736694,-0.05603448275862066
2020-12-31,,-1.8309915661811829,-0.06145251396648055
2020-12-31,,-1.6595202088356018,0.009646302250803984
2020-12-31,,-1.7372252941131592,-0.026490066225165358
2020-12-31,,-1.7572553753852844,-0.050709939148073084
2020-12-31,,-1.5019477605819702,-0.016666666666666833
2020-12-31,,-1.7030063271522522,-0.04699738903394257
2020-12-31,,-1.5840801000595093,0.003246753246753276
2020-12-31,,-1.5867463350296018,0.0
2020-12-31,,-1.356133997440338,-0.012684989429175286
2020-12-31,,-1.1775459051132202,0.09356838434715198
2020-12-31,,-1.5627694725990295,0.1415384615384614
2020-12-31,,-1.6225239038467407,-0.045007032348804654
2020-12-31,,-0.08811033144593239,-0.01732391155687241
2020-12-31,,-1.8046035170555121,-0.08282208588957063
2020-12-31,,-1.7250623106956482,-0.05623901581722302
2020-12-31,,,
2020-12-31,,-1.747202694416046,-0.028901734104046395
2020-12-31,,-1.4159991145133972,0.016042780748663166
2020-12-31,,-1.5304550528526306,0.01340996168582409
2020-12-31,,,-0.08189655172413801
2020-12-31,,-1.8047621250152588,0.009216589861751112
2020-12-31,,-1.6495211720466614,0.08610086100861003
2020-12-31,,-1.6177098751068115,-0.024935064935065143
2020-12-31,,-1.9727588295936584,-0.09594882729211096
2020-12-31,,-1.5977373123168943,0.0714285714285714
2020-12-31,,-1.9311131834983823,-0.030226700251889338
2020-12-31,,-1.8470711708068848,-0.04804270462633442
2020-12-31,,-1.8850424885749817,-0.03933747412008304
2020-12-31,,-1.8108541369438167,-0.021212121212120905
2020-12-31,,-1.675524890422821,-0.050791007493755314
2020-12-31,,-1.8464353680610657,-0.013722126929674115
2020-12-31,,,
2020-12-31,,-1.8575518131256104,-0.04146341463414616
2020-12-31,,-1.4655619859695437,-0.0977312390924958
2020-12-31,,-1.7596628069877625,-0.015841584158415745
2020-12-31,,-1.741293728351593,0.02832861189801705
2020-12-31,,-1.5213510990142822,0.022722258989631428
2020-12-31,,-1.8241522312164309,-0.06326530612244907
2020-12-31,,,
2020-12-31,,-1.7596535682678225,-0.10149253731343287
2020-12-31,,-1.8223280906677248,-0.047530288909599434
2020-12-31,,-1.4830924272537231,-0.1108742004264397
2020-12-31,,-1.7820998430252075,-0.021887824897400817
2020-12-31,,-1.9122266173362727,0.1382681564245809
2020-12-31,,-1.6484009027481081,0.029173419773095725
